citation_id,citation_label,date_year,protocol_ids,study_name,study_acronym,study_type,disease_phenotype,primary_research_focus,funding_source,award_num,foa
402,ShaneM2018a,2018,221302,Capacity for upregulation of emotional processing in psychopathy: all you have to do is ask,,Cohort Studies|Epidemiologic Studies,"Antisocial Personality Disorder|Behavior, Addictive","This study examined two flaws in previous studies of psychopathic individuals. First if they are equally capable of deliberately manifesting other negative emotions (e.g. fear, guilt) and second if the evaluated participants in instructed-processing condition were not actually increasing their own emotional reactions but were instead finding a way to mirror the other person’s emotions. The study was designed to further research in this area, and to address these two important questions.",NIDA NIH HHS,R01 DA026932,PA-07-226
403,SchroderH2017a,2017,,,,Surveys and Questionnaires,Anxiety Disorders,,,,
404,MajersikJ2015a,2015,60801|130301,Commentary/Review,,Genetic Association Studies,Stroke,"We propose a standard methodology for data collection in stroke genetics studies to establish a best practice approach, sharing lessons learned through the ISGC. We outline the appropriate selection of case and control subjects and delineate the phenotypic data to collect, including minimum and preferred data points.","NINDS NIH HHS,NINDS NIH HHS,NINDS NIH HHS,NINDS NIH HHS,Medical Research Council,NINDS NIH HHS,NINDS NIH HHS,NINDS NIH HHS,NINDS NIH HHS,NINDS NIH HHS,NINDS NIH HHS","K23 NS064052,R01 NS082285,U10 NS086606,U-01 NS069208,MR/J006971/1,NS36695,1U10NS-86606-01,NS69208,K23 NS083711,NS69763,R01NS059727","PA-05-143,PA-11-260,RFA-NS-13-011,RFA-NS-09-002,NA,NA,NA,NA,PA-11-194,NA,PA-07-070"
408,PrataC2019a,2019,,,,,Antisocial Personality Disorder,,,,
409,MagalhaesS2019a,2019,,,,Pediatrics,Multiple Sclerosis,,,,
410,HarrisP2019a,2019,,,,Biomedical Research,,,"NCATS NIH HHS,NCATS NIH HHS","UL1 TR000445,UL1 TR002243","RFA-RM-10-020,PAR-15-304/PA-18-591"
411,WebelA2019a,2019,,,,Longitudinal Studies,Cognition|HIV Infections|Obesity,,"NINR NIH HHS,NINR NIH HHS","P30 NR015326,T32 NR014213","RFA-NR-14-002,PA-11-184"
412,SilvermanE2019a,2019,,,,Genetic Testing|Surveys and Questionnaires,Rare Diseases|Undiagnosed Diseases,,"NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS","U01 HG007943,U01 HG007690,U01 HG007703","PA-14-078/PA-14-077/RFA-RM-13-018/PA-16-287,RFA-RM-17-019/PA-14-077/RFA-RM-13-004,RFA-RM-17-019/PA-14-077/RFA-RM-13-004"
413,SmithD2019a,2019,,,,Cross-Sectional Studies|Health Surveys,Cigar Smoking|Marijuana Smoking|Smoking,,,,
414,KnudsenK2019a,2019,10501|11001|11101|120101|210201,Big-C Project,,Cross-Sectional Studies,Autism Spectrum Disorder|Mental Disorders|Schizotypal Personality Disorder|Social Adjustment,psychopathology and performance on tasks putatively associated with creativity in exceptionally creative individuals,"John Templeton Foundation,National Institutes of Health Roadmap for Medical Research,Michael E. Tennenbaum Family Center for the Biology of Creativity","NA,NA,NA","NA,NA,NA"
415,BryanC2019a,2019,640301,,,Follow-Up Studies,"Affective Symptoms|Mental Disorders|Stress, Psychological|Suicidal Ideation|Suicide, Attempted",suicidal behavior among US soldiers,Office of the Assistant Secretary of Defense for Health Affairs,,
416,ChenA2019a,2019,11101,The Pennsylvania Adult Smoking Study,,Cross-Sectional Studies,Smoking|Tobacco Use|Tobacco Use Disorder,smoke exposure and nicotine dependence among adults,"NIDA NIH HHS,NCATS NIH HHS,NCATS NIH HHS,National Institute on Drug Abuse","R01 DA026815,UL1 TR000127,UL1 TR002014,R01 DA026815","PA-10-067,RFA-RM-10-001,PAR-15-304,PA-10-067"
417,KimH2019a,2019,,,,,,,"NLM NIH HHS,NIBIB NIH HHS","R01 LM012309,T32 EB016640","PA-20-135/PA-13-302,PA-16-152/PA-11-184"
418,LarsenS2019a,2019,,,,Randomized Controlled Trials as Topic,"Depression|Stress Disorders, Post-Traumatic",,NIDA NIH HHS,K12 DA035150,RFA-OD-16-013/RFA-OD-11-002
419,MeltzerL2019a,2019,,,,Feasibility Studies|Surveys and Questionnaires,Cigarette Smoking|Lung Neoplasms|Smoking Cessation,,NCI NIH HHS,P30 CA076292,PAR-13-386/PAR-11-005
420,RodriquezE2019a,2019,30604,,,,Health Behavior|Smoking,,"NCI NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NIA NIH HHS,NCI NIH HHS","U54 CA153511,K24 DK102057,UL1 RR024131,P30 AG015272,U01 CA086117","RFA-CA-09-032,PA-11-195,RFA-RM-09-019/RFA-RM-06-002,PA-15-322/RFA-AG-07-005/RFA-AG-12-012/PA-18-906/RFA-AG-18-003/RFA-AG-02-004/RFA-AG-97-002,RFA-CA-99-003"
421,BastainT2019a,2019,20202,Maternal and Developmental Risks from Environmental and Social Stressors,MADRES,Prospective Studies|Research Design,Pediatric Obesity|Prenatal Exposure Delayed Effects|Social Determinants of Health,effect of environmental factors pregancy results for lower income Hispanic women,"NIEHS NIH HHS,NIH HHS,National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,U.S. Environmental Protection Agency,National Institutes of Health","P30 ES007048,UH3 OD023287,P30ES007048,P50ES026086,83615801-0,UH3OD023287","PA-18-591/PA-17-317/PA-21-071/RFA-ES-20-006/RFA-ES-15-007/RFA-ES-10-001/PA-18-770,PA-21-071/RFA-OD-16-004"
422,Kim-SpoonJ2019a,2019,31101|31102,,,Longitudinal Studies,Adolescent Behavior|Risk-Taking|Substance-Related Disorders,risk taking during adolescence and substance abuse,"NIDA NIH HHS,NIDA NIH HHS","F31 DA042594,R01 DA036017","PA-14-148,PA-16-160/PA-11-260"
423,Vazquez-VidalI2019a,2019,,,,Genetic Testing|Nutrigenomics|Precision Medicine,Dyslipidemias,,,,
424,KarolyH2019a,2019,520304,,,Clinical Study,Cues|Marijuana Abuse,Gaining a better understaning of the nerual circuits related to cue-elicited craving during adolescence may shed light on the nerual basis for the development of problematic cannabis use that could ultimately be targeted for interventions.,"NIAAA NIH HHS,NCATS NIH HHS,NCATS NIH HHS,NIAAA NIH HHS,NIDA NIH HHS","K23 AA025399,KL2 TR001444,UL1 TR000062,R00 AA021419,K12 DA031794","PA-14-049,RFA-TR-14-009/PAR-18-940,RFA-RM-08-002,PA-11-197,PAR-15-119/PAR-10-177"
425,ParkerM2019a,2019,,,,Health Surveys|Reproducibility of Results,Vaping,,"NIGMS NIH HHS,NIDA NIH HHS","P20 GM103644,U54 DA036114","PAR-11-286/PAR-16-241,RFA-OD-17-006"
426,RadkeE2019a,2019,,,,Epidemiologic Studies,Chronic Disease,,Intramural EPA,EPA999999,
427,StullS2019a,2019,31101|31301|510303|510402,Health Outcomes by Neighborhood,HON,Longitudinal Studies,Cocaine-Related Disorders|Opioid-Related Disorders|Substance Withdrawal Syndrome,"Individual trajectories of drug use and drug-related problems are highly hetergeneous. There is no standard taxonomy of these trajectories, but one could be developed by defining natural categories based on changes in symptoms of substance-use disorders over time.",Intramural NIH HHS,Z99 DA999999,
432,WebelA2019b,2019,150302|150702|150801|150901,Boosting Health By Changing Activity,BOBCAT,Case-Control Studies|Longitudinal Studies|Prospective Studies,Cardiorespiratory Fitness|HIV Infections,"We examined the relationships between HIV infection, fatigue, cardiorespiratory fitness, physical fitness, and myokines. ","NHLBI NIH HHS,NIAID NIH HHS,NINR NIH HHS","K23 HL123341,P30 AI036219,R01 NR018391","PA-11-194,PAR-09-103/PAR-14-041/PAR-03-089,PA-18-591/PA-18-906/PA-18-484"
433,BryanC2019b,2019,640105|640202|640301|640401|640501,PRImary care Screening Methods,PRISM,Mass Screening|Prospective Studies,"Suicidal Ideation|Suicide, Attempted",The PRISM study is designed to develop and evaluate the efficacy of an alert algorithm that can be used by military primary care providers to accurately identify high-risk patients.,,,
434,KohnoM2019a,2019,120101|510401|510402|510403|510801,,,Clinical Trial,Methamphetamine Use Disorder,"To examine the effect of XR-NTX on large-scale brain networks and to determine whether changes in network relationships attenuate drug use, craving, and addiction severity.","CSRD VA,CSRD VA,NIDA NIH HHS,NIDA NIH HHS","I01 CX001558,IK2 CX001790,R01 DA034388,T32 DA007262","RFA-CX-17-001,RFA-CX-17-008,PA-16-152/PA-10-036"
435,WenH2019a,2019,211301|211302,,,Cross-Sectional Studies,Obesity|Spinal Cord Injuries,the role of neighborhood in the relation between race and obesity in people with spinal cord injury,NIMHD NIH HHS,U54 MD008176,RFA-MD-12-007
436,MarcusD2019a,2019,121601,,,Reproducibility of Results,Personality Disorders,psychopathy scale HEXACO-100,,,
437,WebelA2019c,2019,560101|560102,Boosting Health By Changing Activity,BOBCAT,Clinical Trial,Cardiorespiratory Fitness|Cardiovascular Diseases|HIV Infections,effect of a lifestyle diet and exercise intervention on cardiorespiratory fitness in people with HIV,"NCRR NIH HHS,NHLBI NIH HHS","UL1 RR024989,U01 HL142099","RFA-RM-07-002,PA-18-906/PA-18-586/PA-18-591/RFA-HL-18-007"
438,AndresE2019a,2019,200401,,,Genome-Wide Association Study,Family Health|Specific Language Disorder,chromosomal loci in specific language impairment,NIDCD NIH HHS,T32 DC000052,PA-16-152
439,FogelA2019a,2019,230101,,,Cohort Studies,"Feeding Behavior|Food Preferences|Inhibition, Psychological",Examines relationships between children''s inhibitory control measures,"Medical Research Council,Department of Health,Medical Research Council,Medical Research Council,Department of Health,British Heart Foundation","MC_UP_A620_1017,SOUDIBRU-2008-1,MC_UU_12011/4,MR/J000094/1,NF-SI-0515–10042,RG/07/009/23120","NA,NA,NA,NA,NA,NA"
440,IwuchukwuI2019a,2019,211301|211302,,,,,,,,
441,RoseS2019a,2019,30301,,,Pilot Projects,Cigarette Smoking|Marijuana Use|Racism|Substance-Related Disorders,Examines the independent and interacting effects of perceieved experiences of discrimination and exposure to alcohol and tobacco marketing and receptivity to marijuana marketing on substance use,,,
442,Ralph-NearmanC2019a,2019,20401,,,,Mental Health,This study aimed to develop and pilot test the feasibility of a novel mobile tool for assessing 2D and 3D body image perception.,"NIMH NIH HHS,NIGMS NIH HHS,NIMH NIH HHS,NIMH NIH HHS","K23 MH112949,P20 GM121312,R01 MH093676,R01 MH105662","PA-16-198,PAR-14-035,PAR-09-153,PA-13-302/PA-14-077/PA-16-287/PA-18-591"
443,PopejoyA2019a,2019,,,,,,,NHGRI NIH HHS,U41 HG009649,PA-16-287/PAR-14-191/PA-18-591
444,KepperM2019a,2019,151201,,,Qualitative Research,,Explored physical and social environmental influences on parenting decisions and rules for their child''s outdoor play,"NIDDK NIH HHS,NIGMS NIH HHS,Eunice Kennedy Shriver National Institute of Child Health and Human Development,NIDDK NIH HHS","P30 DK072476,U54 GM104940,7F32HD093282-02,P30DK07247","PA-20-272/PA-18-591/RFA-DK-09-006/RFA-DK-04-016/RFA-DK-19-002/RFA-DK-14-002,PA-20-272/PA-20-135/PA-18-591/PAR-20-175/PAR-11-229/PAR-14-303/PA-18-935,NA,PA-20-272/PA-18-591/RFA-DK-09-006/RFA-DK-04-016/RFA-DK-19-002/RFA-DK-14-002"
445,MendleyS2019a,2019,,,,,"Renal Insufficiency, Chronic",,"NIEHS NIH HHS,NIEHS NIH HHS,Intramural NIH HHS","P30 ES023515,R01 ES022163,Z99 DK999999","PA-17-317/RFA-ES-20-006/RFA-ES-13-002/RFA-ES-17-003,PA-18-591/PAR-11-030,NA"
446,KumuthiniJ2019a,2019,,,,Biomedical Research|Nephrology|Reproducibility of Results|Research Design,Kidney Diseases,,NHGRI NIH HHS,U41 HG006941,RFA-RM-11-010/PA-14-077
447,HenriksenL2019a,2019,741001,,,,,Investigate whether California''s 2017 cigarette tax increase was passed onto smokers equally.,,,
448,EdensJ2019a,2019,121601,,,Forensic Psychiatry|Self Report,Behavioral Symptoms|Mental Disorders,Investigates the clinical utility of the Personality Assessment Screener,,,
449,FarrellA2019a,2019,,,,Clinical Trials as Topic|Patient Reported Outcome Measures,"Anemia, Sickle Cell|Pain",,"Department of Health,NHLBI NIH HHS,NINDS NIH HHS","PB-PG-1112-29099,R01 HL136603,R01 NS070711","NA,PA-16-160,PA-11-260/PA-18-484/RFA-HL-09-008"
450,SchattenH2020a,2020,,,,Research|Research Design|Self Report,"Suicide|Suicide, Attempted",,"NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS","R01 MH108610,R01 MH112674,R01 MH097741,R01 MH101129,U01 MH106660","PA-13-302,PA-16-160/PA-18-591,PA-11-260,PA-11-260/PA-18-591,RFA-MH-15-320/PA-18-591"
451,PadulaA2020a,2020,,,,,"Prenatal Exposure Delayed Effects|Racism|Stress, Psychological",,"U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),NIH HHS,U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),NIH HHS,NIH HHS,U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),NIH HHS,NIH HHS,NIH HHS,NIEHS NIH HHS,U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),NIH HHS,U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),NIH HHS,U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),NIH HHS,NIH HHS,NIH HHS,NIH HHS,NIEHS NIH HHS,U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),NIEHS NIH HHS,NIH HHS","U24OD023382,UG3 OD023318,UG3OD023328,UH3 OD023318,UH3 OD023271,UG3OD023272,UG3 OD023288,UG3 OD023305,UG3 OD023272,R00 ES021470,UG3OD23285,UG3OD023319,UH3 OD023285,UG30D023349,UG3OD023251,UG3 OD023271,UG3OD023285,UH3 OD023272,UH3 OD023288,U2C OD023375,UG3 OD023316,R24 ES029490,UG3OD023316,P42ES017198,P30 ES005022,UH3 OD023328","RFA-OD-16-005,RFA-OD-16-004,RFA-OD-16-004,PA-18-591/RFA-OD-16-004/PA-20-222,PA-18-591/RFA-OD-16-004,RFA-OD-16-004,RFA-OD-16-004,RFA-OD-16-004,RFA-OD-16-004,PA-11-197,NA,NA,PA-18-591/RFA-OD-16-004/PA-20-166/PA-18-592,NA,RFA-OD-16-004,RFA-OD-16-004,RFA-OD-16-004,PA-20-272/PA-18-817/RFA-OD-16-004/PA-20-166/PA-21-071,RFA-OD-16-004,PA-20-272/PA-18-591/RFA-OD-16-006,RFA-OD-16-004,PA-19-165/RFA-ES-16-004,RFA-OD-16-004,PA-20-272/RFA-ES-13-001/RFA-ES-08-005/RFA-ES-18-002,RFA-ES-18-003/RFA-ES-13-002/RFA-ES-07-008/PA-18-770/PA-18-935,PA-20-272/PA-20-222/RFA-OD-16-004"
452,HurfordI2019a,2019,,,,,,,,,
461,LiX2020a,2020,,,,"Pathology, Clinical|Retrospective Studies",,,,,
462,ZhangH2020a,2020,10901|11001|11101|210901|211001|540501,,,,Child Behavior|Cognition|Substance-Related Disorders,"Assess clusters of parental and social factors associated with child psychopathology, behavioral problems, and cognition","NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","U24 DA041147,U01 DA051039,U01 DA041120,U01 DA041093,U24 DA041123,U01 DA041156,U01 DA041025,U01 DA041089,U01 DA041106,U01 DA041117,U01 DA041148,U01 DA041174,U01 DA041134,U01 DA041022,U01 DA041028,U01 DA041048","PA-20-272/RFA-DA-20-004,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-003/PA-18-591,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,PA-21-071/RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002"
463,GoodmanM2020a,2020,10101|10901|11001|11101|11801|11901|640105|640201|640202|640301|640401|640501|640601|640602|640701|640801|641001,,,,Depression|Suicide,Examine a novel intervention integrating skills training and social support with safety planning for Veterans at high-risk for suicide,,,
464,HenselE2020a,2020,741401,,,Prospective Studies,Water Pipe Smoking,Assess emissions and exposure to toxicants from waterpipes,"NIDA NIH HHS,NIH HHS","R01 DA042470,1R01 DA042470-01","RFA-OD-15-005,NA"
465,RosasL2020a,2020,,,,Program Evaluation,Diabetes Mellitus,,"NIH HHS,NCRR NIH HHS,NIDDK NIH HHS,Patient-Centered Outcomes Research Institute,NCATS NIH HHS","K24 HL086703,UL1 RR025744,P30 DK116074,AD-1306-02172,UL1 TR003142","PA-04-107/PA-11-195,RFA-RM-07-007,RFA-DK-20-025/RFA-DK-16-020,NA,PAR-18-464/PA-18-591"
466,GoldenS2020a,2020,741201,,,,,Examine whether county-level tobacco retailer density and adult smoking prevalence are positively associated in the United States and determine whether associations differ in metropolitan vs. nonmetropolitan counties,,,
468,MahoneyM2020a,2020,,,,,Mental Health,,"Intramural NIH HHS,Intramural NIH HHS","Z99 MH999999,ZIA MH002922","NA,NA"
469,WalshJ2020a,2020,10101|11101|210201,Adolescent Brain Cognitive Development (ABCD) Study,ABCD,,,Screen use and cognitive development,NIH NIMH,"U01DA041022,U01DA041028, U01DA041048, U01DA041089, U01DA041106,U01DA041117, U01DA041120, U01DA041134, U01DA041148,U01DA041156, U01DA041174, U24DA041123, and U24DA041147","NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
470,KepperM2020a,2020,,,,Surveys and Questionnaires,,,"NICHD NIH HHS,NIDDK NIH HHS","F32 HD093282,P30 DK072476","PA-20-135/PAR-11-229/PA-18-591/PAR-14-303,PA-16-307,RFA-DK-14-002/RFA-DK-04-016/RFA-DK-09-006/PA-18-591"
471,ArmeyM2020a,2020,640105,,,Longitudinal Studies,Affective Symptoms|Suicidal Ideation,Explore the phenomenology of ecologically experienced daily emotion and SI,"NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS","L30 MH114408,R01 MH108641,R01 MH108610,R01 MH112674,R01 MH105379,R01 MH097741,R01 MH095786","NA,PA-13-302,PA-13-302,PA-18-591/PA-16-160,PA-13-302/PA-14-077,PA-11-260,PA-11-260"
472,WebelA2020a,2020,,,,Self Report|Surveys and Questionnaires,Atherosclerosis|Cardiovascular Diseases|HIV Infections|Health Behavior,,,,
473,LeLaurinJ2020a,2020,10101|10501|10601|10701|741201|741202|741301,,,,Cigarette Smoking|Neoplasms|Patient Preference|Smoking Cessation|Tobacco Use Disorder,"Assessing cancer patient preferences, treatment acceptability, and preliminary effectiveness of three tobacco treatment options among cancer patients at an academic health center ",,,
474,ThijssenS2020a,2020,11001|11101,,,,,Assess whether associations between family environment and measures of the amygdala-medial prefrontal cortex circuit are mediated by pubertal development,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","U24 DA041147,U01 DA051039,U01 DA041120,U01 DA041093,U24 DA041123,U01 DA041022,U01 DA041106,U01 DA041148,U01 DA041174,U01 DA041025,U01 DA050989","RFA-DA-20-004/PA-18-591/RFA-DA-15-014,RFA-DA-20-002,RFA-DA-15-015/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-15-016/PA-18-591/RFA-DA-20-003,RFA-DA-20-002,RFA-DA-15-015/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-15-015/PA-18-586/PA-20-166/RFA-DA-20-002,RFA-DA-15-015/PA-18-586/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-15-015/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-20-002"
475,RobinsonR2020a,2020,741301,,,Public Health,Public Health|Smoking,Compare puff protocol standards to actual use topography measured in natural environments across a range of cigarette brands,"NIDA NIH HHS,NIH HHS","R01 DA042470,1R01-DA042470-01","RFA-OD-15-005,NA"
476,KanterJ2020a,2020,10101|10501|10601|10701|830101,,,,"Anemia, Sickle Cell|Patient Satisfaction",Assess barriers to care that may be faced by individuals with SCD,"NHLBI NIH HHS,NHLBI NIH HHS","U01 HL133996,U01 HL134004","RFA-HL-16-010,PA-18-906/RFA-HL-16-010"
477,FogelA2020a,2020,,,,Cohort Studies,Breast Feeding|Feeding Behavior,,"Medical Research Council,British Heart Foundation","MC_UU_12011/4,RG/15/17/31749","NA,NA"
478,WuY2020a,2020,10101|10701|11001|20703|21501|30101|30602|140301|150702,,,,,"Examine the main effects of ambient particulate matters, as well as whether single-nucleotide polymorphisms (SNPs), located within ABO gene would modify the relationship",,,
479,MooreT2020a,2020,180502|181104|210302|210801|210901|211501|251401|301001,,,Reproducibility of Results,Mental Disorders,Describes the development of a brief tool for risk/resilience assessment,"NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS","P50 MH096891,R01 MH117014,R01 MH119219,RC2 MH089983","PAR-11-126,PA-18-484,RFA-OD-09-004"
480,ChuA2020a,2020,,,,Cohort Studies,Diabetes Mellitus|Prediabetic State,,British Heart Foundation,RG/15/17/31749,
481,ChiaA2020a,2020,10101|11001|20303|20304|20305|20703|21301|21303|21701|21702|60701|70301|91703|140802|150702|241001,,,Prospective Studies,Obesity,Identify maternal plasma metabolites associated with infant adiposity and other birth outcomes and investigate the maternal characteristics associated with those metabolites,British Heart Foundation,RG/15/17/31749,
482,TozziL2020a,2020,180202|221302,,,,Affective Symptoms|Depression,Report on Connectomes Related to Human Disease protocol and present quality control data from a representative sample of participants,NIMH NIH HHS,U01 MH109985,PAR-14-281
483,GlassbergJ2020a,2020,190601|820201|830101|830201,,,Registries|Surveys and Questionnaires,"Anemia, Sickle Cell",Describe the SCDIC (Sickle Cell Disease Implementation Consortium) Registry development and makes the SCDIC Registry baseline and first follow-up data collection forms available for other SCD research efforts,"NIA NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS","T32 AG000247,U01 HL133994,U01 HL133996",PA-10-036/PA-14-015
484,BernardA2020a,2020,,,,,,,"NCATS NIH HHS,NIH HHS,NIH HHS","TL1 TR002242,TL1TR002242,K23EY027848","PA-16-198,PAR-15-304,PA-16-198,PAR-15-304"
485,Martinez-CardosoA2020a,2020,,,,,Diabetes Mellitus|Social Determinants of Health,,NIDDK NIH HHS,P30 DK092949,RFA-DK-15-003/RFA-DK-20-002/RFA-DK-10-009
486,LvN2020a,2020,20703|21501|21601|40301|570101,Engaging self-regulation targets to understand the mechanisms of behavior change and improve mood and weight outcomes in a randomized controlled trial,ENGAGE-2,Precision Medicine,Obesity|Self-Control,"Obesity, mental health","NHLBI NIH HHS,NHLBI NIH HHS","UH2 HL132368,UH3 HL132368","RFA-RM-14-020,RFA-RM-14-020"
487,ZhouJ2020a,2020,,,,Case-Control Studies|Computational Biology|Follow-Up Studies|Genome-Wide Association Study|Prospective Studies,Cardiovascular Diseases,,,,
488,SutfinE2020a,2020,,,,Global Health,Tobacco Smoking,,"NIDA NIH HHS,NCI NIH HHS,NCI NIH HHS,NCI NIH HHS,NIDA NIH HHS,NIDA NIH HHS","P50 DA036105,U54 CA189222,P50 CA180907,P50 CA180523,U54 DA036105,F32 DA044733","RFA-DA-13-003,RFA-OD-13-117,PA-14-320/RFA-DA-13-003,RFA-DA-13-003,RFA-OD-17-006/PA-18-591,PA-16-307"
489,SitarikA2020a,2020,20302|20303|20304|20305|20703|21501|21602|570101,WHEALS follow-up study,WHEALS,,Breast Feeding|Pediatric Obesity,Obesity,"NIAID NIH HHS,NHLBI NIH HHS,NIDDK NIH HHS,NICHD NIH HHS,NIAID NIH HHS,NIAID NIH HHS","R01 AI110450,R01 HL113010,P30 DK111022,R01 HD082147,P01 AI089473,R01 AI050681","PA-13-302,PA-10-067,RFA-DK-20-002/RFA-DK-15-003,PA-13-302,PAR-10-271/PA-18-591/PAR-16-413,NA"
490,PicklerR2020a,2020,,,,Nursing Research|Precision Medicine|Research,"Coronavirus Infections|Global Health|Pneumonia, Viral|Social Determinants of Health",,"NIMHD NIH HHS,NINR NIH HHS","K23 MD013899,K23 NR017209","PA-18-374,PA-18-591/PA-16-198"
491,ChenX2020a,2020,121601,,,,,Explored effects of psychopathic personality traits on micro-structure of free-operant responding.,,,
492,CastnerJ2020a,2020,741401,,,,Asthma,To use fitness tracker sleep data to develop predictive models of daily disease control-related asthma-specific wakening and FEV1 in working -aged women with poorly controlled asthma.,NCATS NIH HHS,UL1 TR001412,PAR-18-940/PA-20-272
493,Prom-WormleyE2020a,2020,,Seventh District Health and Wellness Survey,HWS,,,Use of CBPR principles with epidemiological methods is a powerful tool for facilitating effective community-level strategic planning within health collaboratives.,,,
494,VenkateshA2020a,2020,,,,Electronic Health Records|Health Services Research,Opioid-Related Disorders,"A literature review of publications in Medline, Embase and the Web of Science using a combination of at least one term related to OUD and HER","NCATS NIH HHS,NIDA NIH HHS","KL2 TR000140,UG1 DA015831","RFA-RM-09-019,RFA-DA-20-024/PA-18-591/PA-16-287/RFA-DA-15-008"
495,PiperM2020a,2020,,,,Clinical Trials as Topic,Smoking Cessation,Provides updated recommendations for defining abstinence in the context of smoking cessation treatment clinical trials.,NIDA NIH HHS,R33 DA041163,PAR-14-230
496,WenJ2020a,2020,,,,Genomics,,Combine statistical techniques and computational techniques to scale up epistasis analysis using Emperical Bayesian Elastic Net models.,NHGRI NIH HHS,R15 HG009565,PA-16-200
497,CalkinsM2020a,2020,122002|181001|640601,,,,,Early intervention for first-episode psychosis has increased globally in recent decades in response to evidence that multicomponent programs may reduce individual and societal burden of psychotic disorders.,,,
498,ReedS2020a,2020,,,,,Cognition,Novel ways of organizing information in psychology that will have both theoretical and practicial significance. ,,,
499,WebelA2020b,2020,150702|150801|150901,Impact of Physical Activity and Diet on Symptom Experience in People living with HIV,PROSPER-HIV,Prospective Studies|Sickness Impact Profile|Surveys and Questionnaires,HIV Infections|Physical Fitness,To understand which specific aspects of physical activity and dietary intake affect the symptom experince in PLWH.,"NIAID NIH HHS,NIDDK NIH HHS,NINR NIH HHS,NIAID NIH HHS","P30 AI027757,P30 DK079626,R01 NR018391,R24 AI067039","PAR-17-237,RFA-DK-16-006/RFA-DK-18-001,PA-18-590,PA-18-591/PAR-20-063"
500,JonesN2020a,2020,,Mental Health Block Grant,MHBG,Longitudinal Studies|Qualitative Research,Patient Acceptance of Health Care|Psychotic Disorders,"Optimizing the process of transition and discharge from coordinated specialty care, has emerged as an important focus area for program adminstrators, clinicians, and policy makers. ",,,
505,HillM2020a,2020,231201,,,Retrospective Studies,Alzheimer Disease|Cognition|Cognitive Dysfunction|Fasting|Feeding Behavior|Memory,,,,
506,MayerC2020a,2020,,,,Clinical Trials as Topic,HIV Infections,Efforts to define research Common Data Elements try to harmonize data collection across clinical studies.,,,
